ROR	parent	child	short_name	canonical_name	Ringgold_id	alt_name	alt_name2	ISNI	Orgref	VIAF	Wikidata	Grid	City	State	Country	URL
01abtgj51		A03371	GRI India	Gandhigram Rural Institute, India	29929	Gandhigram Rural Institute Deemed University	Gandhigram Rural Institute	0000000106959851	290094	141443523	Q5520732	grid.444423.1	Dindigul	Tamil Nadu	India	http://www.ruraluniv.ac.in
05tkzma19		A03372	IGCAR	Indira Gandhi Center for Atomic Research, India	29937	Indira Gandhi Centre for Atomic Research	IGCAR	0000000121878574	2310959	153054014	Q3522162	grid.459621.d	Kālpākkam		India	http://www.igcar.gov.in
		A03373	Arul Anandar Coll	Arul Anandar College, India	29943	Arul Anandar College	AAC	0000000121680058								
04c8e9019		A03374	Madurai Kamaraj U	Madurai Kamaraj University, India	29944	Madurai Kamaraj University		0000000121867912	3252460	152218304	Q3276104	grid.10214.36	Madurai	Tamil Nadu	India	http://www.mkuniversity.org
		A03375	GAC Tamil Nadu	Government Arts College, Tamil Nadu, India	29950	Government Arts College		0000000417677691								
00qzypv28		A03376	VIT	Vellore Institute of Technology, India	30026	VIT University	Vellore Institute of Technology	0000000106874946				grid.412813.d	Vellore	Tamil Nadu	India	
		A03377	Agra Coll	Agra College, India	30031	Agra College		0000000085192419	23274442	123047093	Q4693672					http://www.agracollegeagra.org
03kw9gc02		A03378	Aligarh Muslim U	Aligarh Muslim University, India	30037	Aligarh Muslim University	AMU	0000000419370765	42348022		Q196544	grid.411340.3	Aligarh	Uttar Pradesh	India	http://www.amu.ac.in
03vrx7m55		A03379	Allahabad U	Allahabad University, India	30043	University of Allahabad	Allahabad University	000000010213924X	1595081	152318788	Q2005647	grid.411343.0	Allahabad	Uttar Pradesh	India	http://www.allduniv.ac.in
05ap9rf45		A03380	GBPNIHESD	Govind Ballabh Pant Institute of Himalayan Environment and Development, India	30045			0000000114818805				grid.459543.a	Almora		India	
03qyr1v70		A03381	WIHG	Wadia Institute of Himalayan Geology, India	30057	Wadia Institute of Himalayan Geology	WIHG	0000000107011755	43188437		Q12452363	grid.470038.8	Dehra Dūn		India	http://www.wihg.res.in
004wf8x96		A03382	DDU Gorakhpur U	DDU Gorakhpur University, India	30064	Deen Dayal Upadhyay Gorakhpur University	DDU Gorakhpur University	0000000106624146	11521639	133127879	Q5250023	grid.411985.0	Gorakhpur	Uttar Pradesh	India	http://ddugu.in
		A03383	Hindi Post Grad Coll	Hindi Post Graduate College, India	30065	Mahatma Gandhi Sati Smarak Degree College		0000000417679910								
0003ewr82		A03384	Bundelkhand U	Bundelkhand University, India	30073	Bundelkhand University		0000000405065583	11522025	156283479	Q4997520	grid.411823.d	Jhānsi	Uttar Pradesh	India	http://www.bujhansi.org
05pjsgx75		A03385	IIT Kanpur	Indian Institute of Technology, Kanpur	30077	Indian Institute of Technology Kanpur	IIT Kanpur	0000000087020100	14894	126123809	Q782682	grid.417965.8	Kanpur	Uttar Pradesh	India	http://www.iitk.ac.in
03bdeag60		A03386	U Lucknow	University of Lucknow, India	30096	University of Lucknow		0000000123026594	10020808	168670841	Q4253367	grid.411488.0	Lucknow	Uttar Pradesh	India	http://www.lkouniv.ac.in
038e9x269		A03387	Kumaun U	Kumaun University, India	30102	Kumaun University		000000011533858X	12721184	168332091	Q3631045	grid.411155.5	Nainital		India	http://www.kunainital.ac.in
02msjvh03		A03388	GBPUA&T	Govind Ballabh Pant University of Agriculture and Technology, Pantnagar	30110	Govind Ballabh Pant University of Agriculture and Technology	G B Pant University of Agriculture and Technology	0000000107084444	23105037	158253552	Q3633114	grid.440691.e	Haldwani		India	http://gbpuat.ac.in
00582g326		A03389	IIT Roorkee	Indian Institute of Technology, Roorkee	30112	Indian Institute of Technology Roorkee	IIT Roorkee	000000009429752X	315412	135939763	Q3366382	grid.19003.3b	Roorkee		India	http://www.iitr.ac.in
04cdn2797		A03390	BHU	Banaras Hindu University, India	30114	Banaras Hindu University		0000000122878816	922696	133687233	Q806116	grid.411507.6	Varanasi	Uttar Pradesh	India	http://bhu.ac.in
04cdn2797	A03390	A11541	Dep Phy	Banaras Hindu University, India, Department of Physics	A1541											
05cyd8v32		A03391	U Burdwan	University of Burdwan, India	30126	University of Burdwan		0000000105594125	13413343	158285675	Q7895148	grid.411826.8	Barddhamān	West Bengal	India	http://www.buruniv.ac.in
02ytfzr55		A03392	IIEST	Indian Institute of Engineering Science and Technology	30130			0000000121898604				grid.440667.7	Howrah	West Bengal		
03kp2qt98		A03393	Vivekananda U	Ramakrishna Mission Vivekananda University, India	30131	Ramakrishna Mission Vivekananda University	Ramakrishna Mission Vivekananda Educational and Research Institute	0000000405070817	18002405		Q7288821	grid.440708.f	Kolkata		India	http://www.rkmvu.ac.in
03v783k16		A03394	U Kalyani	University of Kalyani, India	30132	University of Kalyani		0000000106880940	11018035	131425257	Q7247886	grid.411993.7	Kalyani	West Bengal	India	http://www.klyuniv.ac.in
03w5sq511		A03395	IIT Kharagpur	Indian Institute of Technology, Kharagpur	30133	Indian Institute of Technology Kharagpur	IIT Kharagpur	0000000101532859	294901	123874089	Q1661243	grid.429017.9	Kharagpur		India	http://iitkgp.ac.in
01a5mqy88		A03396	Bose Inst	Bose Institute, Calcutta, India	30141	Bose Institute		0000000417682239	13321159	305233901	Q4947204	grid.418423.8	Kolkata	West Bengal	India	http://www.jcbose.ac.in
00q2w1j53		A03397	ISI Calcutta	Indian Statistical Institute, Calcutta	30160	Indian Statistical Institute	ISI	0000000405073989								
01e7v7w47		A03398	U Calcutta	University of Calcutta, India	30163	University of Calcutta		0000000106649773	519610	138271792	Q1145306	grid.59056.3f	Kolkata		India	http://www.caluniv.ac.in
01e7v7w47	A03398	A11542	Inst Rad Phy	University of Calcutta, Institute of Radio Physics	A1542											
01e7v7w47	A03398	A11545	Ctr Sp Phy	University of Calcutta, Center for Space Physics	A1545											
02af4h012		A03399	Jadavpur U	Jadavpur University, Calcutta, India	30167	Jadavpur University		0000000107223459	16542	133029205	Q2579702	grid.216499.1	Kolkata		India	http://www.jaduniv.edu.in
		A03400	Maulana Azad Coll	Maulana Azad College, Calcutta, India	30169	Maulana Azad College	Central Calcutta College	0000000405074463	3674582		Q13059486					http://www.maulanaazadcollege.in
04xgbph11		A03401	Presidency U	Presidency University, Calcutta, India	30173			0000000417682925				grid.412537.6	Kolkata	West Bengal	India	
0491yz035		A03402	SINP	Saha Institute of Nuclear Physics, India	30176	Saha Institute of Nuclear Physics		0000000405075028								
0491yz035	A03402	A11544	Ast Phy Cosmo	Saha Institute of Nuclear Physics, Astroparticle Physics and Cosmology	A1544											
		A03403	St Xaviers Coll	Saint Xaviers College, Calcutta, India	30177	Saint Xaviers College		0000000405075132								
		A03404	SNBNCBS	Bose National Center for Basic Sciences, Calcutta, India	30178	SN Bose National Centre for Basic Sciences	Satyendra Nath Bose National Centre for Basic Sciences	0000000405421912								
039w8qr24		A03405	U N Bengal	University of North Bengal, India	30189	University of North Bengal		0000000111885260	5031441	133153770	Q2342183	grid.412222.5	Siliguri	West Bengal	India	http://www.nbu.ac.in
02y28sc20		A03406	Visva Bharati U	Visva Bharati University, India	30190			0000000122597889	2189518	131175672	Q1575044	grid.440987.6	Bolpur	West Bengal	India	http://www.visvabharati.ac.in
04t48sm91		A03407	FOEN	Swiss Federal Office for the Environment	30300			000000011271413X				grid.453379.f	Bern		Switzerland	
		A03408	Bern Mus Nat Hist	Bern Museum of Natural History, Switzerland	30361	Naturhistorisches Museum der Burgergemeinde Bern	Natural History Museum of Bern	0000000405102508								
04mq2g308		A03409	FHNW	University of Applied Sciences Northwestern Switzerland	30437	Fachhochschule Nordwestschweiz	FHNW	0000000114978091	47003139	124906915		grid.410380.e	Windisch		Switzerland	
05ep8g269		A03410	SUPSI	University of Applied Sciences of Southern Switzerland	30446	Scuola Universitaria Professionale della Svizzera Italiana	SUPSI	0000000123252233	34066841	151481327	Q663984	grid.16058.3a	Bioggio		Switzerland	http://www.supsi.ch
01ggx4157		A03411	CERN	European Organization for Nuclear Research, Switzerland	30531			000000012156142X				grid.9132.9	Geneva		Switzerland	
01ggx4157	A03411	A11265	Theo Div	CERN, Theory Division	A1265											
03ftcjb67		A03412	Geneva MNH	Geneva Museum of Natural History, Switzerland	30600			0000000122486951				grid.466902.f	Geneva		Switzerland	
05pmsvm27		A03413	ZHAW	Zurich University of Applied Sciences, Switzerland	30944			0000000122291644				grid.19739.35	Winterthur		Switzerland	
04knbh022		A03414	AIT	Austrian Institute of Technology	31189	Austrian Institute of Technology	AIT	0000000097997097				grid.4332.6	Vienna		Austria	
055xb4311		A03415	AGES	Austrian Agency for Health and Food Safety	31190			0000000122246253				grid.414107.7	Vienna		Austria	
03anc3s24		A03416	Austrian Ac Sci	Austrian Academy of Sciences	31390			0000000121693852	13159501	149505077	Q299015	grid.4299.6	Vienna		Austria	http://www.oeaw.ac.at/en/austrian-academy-of-sciences
05kdjqf72	A03416	A03417	SMI	Stefan Meyer Institute for Subatomic Physics, Vienna	231594			0000000095325705				grid.475784.d	Vienna		Austria	
03anc3s24	A03416	A03418	IQOQI	Institute for Quantum Optics and Quantum Information, Innsbruck	231596			0000000404951428	19638303	174141359	Q1650477	grid.450303.1				http://iqoqi.at/en
002w0jp71	A03416	A03419	Austrian IWF	Austrian Institute of Space Science Research	231598			000000011018688X	47000163	156615062		grid.426424.2	Graz		Austria	
039shy520	A03416	A03420	HEPHY	Institute for High Energy Physics, Vienna	69520			0000000406257405	47000168			grid.450258.e	Vienna		Austria	
02n0bts35		A03421	Med U Graz	Medical University of Graz, Austria	31475			0000000089882476	6643183	131142344	Q872543	grid.11598.34	Graz	Steiermark	Austria	http://www.medunigraz.at/en
		A03422	NHM Vienna	Natural History Museum, Vienna, Austria	31481	Naturhistorisches Museum Wien	Natural History Museum	0000000122596528								
02y9g2b52		A03423	Morehouse Coll	Morehouse College, Georgia	32172	Morehouse College		0000000405300686	363823	263413892	Q1524124	grid.260235.0	Atlanta	Georgia	United States	http://morehouse.edu
001pe5g24		A03424	U N Georgia	University of North Georgia	32193	University of North Georgia	North Georgia College and State University	0000000405302673	35762634		Q7895970	grid.412232.4	Dahlonega	Georgia	United States	http://www.ung.edu
030zy2k76		A03425	Wilbur Wright Coll	Wilbur Wright College, Illinois	32331	City Colleges of Chicago - Wilbur Wright College		0000000405317445								
03tqeft14		A03426	Wentworth Inst Tech	Wentworth Institute of Technology, Massachusetts	32661	Wentworth Institute of Technology	WIT	000000010639028X	1921396	159650648	Q12010517	grid.422596.e	Boston	Massachusetts	United States	http://www.wit.edu
003xs1762		A03427	Cen AZ U	Central Arizona University	32833	Central Arizona College	CAC	0000000102930197	5226768	153677939	Q5060345	grid.433405.5	Coolidge	Arizona	United States	http://www.centralaz.edu
05kacnm89		A03428	U Cen Venez	University of Central Venezuela	33176	Universidad Central de Venezuela	Central University of Venezuela	0000000121550982				grid.8171.f	Caracas		Venezuela	
03qgg3111		A03429	UCLA Venez	University Centroccidental Lisandro Alvarado, Venezuela	33177	Universidad Centroccidental Lisandro Alvarado	Lisandro Alvarado University	0000000106669942	22784099	141656452	Q7894256	grid.412877.f	Barquisimeto		Venezuela	http://www.ucla.edu.ve
05sj7yp62		A03430	U Carabobo	University of Carabobo, Venezuela	33178	Universidad de Carabobo	UC	0000000121791276	17928553		Q367429	grid.412884.3	Valencia		Venezuela	http://www.uc.edu.ve
02h1b1x27		A03431	U Andes Venez	University of the Andes, Venezuela	33179	Universidad de Los Andes	ULA	0000000419370853				grid.267525.1	Mérida		Venezuela	
02h1b1x27	A03431	A11702	Ctr Theo Astrop	University of the Andes, Center for Theoretical Astrophysics	A1702											
02h1b1x27	A03431	A11703	Ctr Fund Phy	University of the Andes, Center for Fundamental Physics	A1703											
03xygw105		A03432	U Oriente	University of Oriente, Venezuela	33180	Universidad de Oriente	East University	0000000405414026	4054805	129001821	Q7894330	grid.412174.5	Cumaná		Venezuela	http://www.udo.edu.ve
04vy5s568		A03433	U Zulia	University of Zulia, Venezuela	33181	Universidad del Zulia	LUZ	0000000121681114	5146949		Q192539	grid.411267.7	Maracaibo		Venezuela	http://www.luz.edu.ve
046np5693		A03434	Metro U Venez	Metropolitan University, Venezuela	33184	Universidad Metropolitana	Metropolitan University	0000000405415942	8549342	147811238	Q7894286	grid.442100.3	Caracas		Venezuela	http://www.unimet.edu.ve
00fr68j09		A03435	UNET	National Experimental University of Tachira, Venezuela	33193			0000000405418107	27735638		Q6156560	grid.442134.4	San Cristóbal		Venezuela	http://www.unet.edu.ve
01ak5cj98		A03436	Simon Bolivar U	Simon Bolivar University, Venezuela	33201			0000000119548293				grid.412358.9	Caracas		Venezuela	
01ak5cj98	A03436	A11704	Dep Phy	Simon Bolivar University, Department of Physics	A1704											
006vs7897		A03437	UNMSM	National University of San Marcos, Peru	33209	Universidad Nacional Mayor de San Marcos	National University of San Marcos	0000000121074576	1070670		Q270145	grid.10800.39	Lima	Lima	Peru	http://www.unmsm.edu.pe
006vs7897	A03437	A11701	SPACE	Seminario Permanente de Astronomia y Ciencias	A1701											
03yczjf25		A03438	UPCH	Cayetano Heredia University, Peru	33216	Universidad Peruana Cayetano Heredia	Cayetano Heredia Pervuvian University	0000000106739488	3193748		Q5055311	grid.11100.31	Lima		Peru	http://www.upch.edu.pe
00d9ah105		A03439	UCM	University of California, Merced	33244	University of California Merced	UC Merced	0000000100491282				grid.266096.d	Merced	California		
05bqach95		A03440	NTU	National Taiwan University	33561	National Taiwan University	NTU	0000000405460241	202639	136008754	Q32746	grid.19188.39	Taipei	Taipei	Taiwan	http://www.ntu.edu.tw/english
05bqach95	A03440	A03629	ASIAA	Institute of Astronomy and Astrophysics Academia Sinica	111184	Institute of Astronomy and Astrophysics Academia Sinica		0000000403856330	47000649							http://www.asiaa.sinica.edu.tw
05bxb3784	A03440	A03630	Inst Phy	Institute of Physics, Taiwan	71551	Institute of Physics Academia Sinica		0000000406337405	47000643			grid.28665.3f	Taipei		Taiwan	http://www.phys.sinica.edu.tw
01nsd7y51	A03440	A03631	Inst Ear Sci	Institute of Earth Sciences, Taiwan	71553	Institute of Earth Sciences Academia Sinica		0000000406337480	47000645							http://www.earth.sinica.edu.tw
05bqach95	A03440	A11531	Inst Astrop	National Taiwan University, Institute of Astrophysics	A1531											
05bqach95	A03440	A11532	Dep Phy	National Taiwan University, Department of Physics	A1532											
05bqach95	A03440	A13039	Dep Geos	National Taiwan University, Department of Geosciences	A3039											
00w0k4e67		A03444	TX A&M Galveston	Texas A&M University, Galveston	33604	Texas A&M University at Galveston	TAMUG Mitchell Campus	0000000405464832	1373604		Q5973443	grid.264764.5	Galveston	Texas	United States	http://www.tamug.edu
02rqhpa98		A03445	KLA Tencor	KLA Tencor Corporation	33609	KLA Tencor		000000040546527X	3168991		Q624649	grid.462481.d	Milpitas	California	United States	http://www.kla-tencor.com
02z43xh36		A03446	SIT	Stevens Institute of Technology, New Jersey	33694	Stevens Institute of Technology		0000000121800654	292132	147612487	Q657222	grid.217309.e	Hoboken	New Jersey	United States	http://www.stevens.edu
04vt0z780		A03447	Warren Wilson Coll	Warren Wilson College, North Carolina	34288	Warren Wilson College	Warren Wilson Vocational Junior College	0000000089388267	1008333	130284881	Q7970595	grid.439071.8	Asheville	North Carolina	United States	http://www.warren-wilson.edu
038680g19		A03448	BEV Vienna	Federal Office Metrology Surveying, Vienna, Austria	34309	Bundesamt fur Eich und Vermessungswesen	Bundesamt für Eich- und Vermessungswesen	0000000123154780				grid.432841.8	Vienna		Austria	
04a1r5z94		A03449	Hashemite U	Hashemite University, Jordan	34419	Hashemite University		0000000405281681	13041516	261397662	Q2281564	grid.33801.39	Zarqa		Jordan	http://www.hu.edu.jo
03mqfn238		A03450	U Sth China	University of South China	34706	University of South China	heng yang yi xue yuan	0000000102668918	10218658	153178798	Q7896327	grid.412017.1	Hengyang		China	http://usc.edu.cn
006teas31		A03451	Shanghai U	Shanghai University, China	34747	Shanghai University	shang hai da xue	0000000123235732	919887	129085050	Q1343386	grid.39436.3b	Shanghai	Shanghai	China	http://www.shu.edu.cn
04v3ywz14		A03452	China Agr U	China Agricultural University, Beijing	34752	China Agricultural University	CALIS Agriculture Universities Consortium	0000000405308290	919315	145775442	Q257655	grid.22935.3f	Beijing		China	http://www.cau.edu.cn
025vmw012		A03453	Teikyo U Sci	Teikyo University of Science, Japan	34763	Teikyo Kagaku Daigaku	Nishitokyo Kagaku Daigaku	0000000417701364	18081081		Q7695037	grid.412336.1	Uenohara		Japan	http://www.ntu.ac.jp/index.html
03xgh2v50		A03454	Toyama Pref U	Toyama Prefectural University, Japan	34815	Toyama-ken	Toyama Prefecture	0000000405315490								
0445phv87		A03455	Toyama U	Toyama University, Japan	34823	Toyama Daigaku	Toyama Medical and Pharmaceutical University	000000012171836X	16031524	148938977	Q1147924	grid.267346.2	Toyama		Japan	
03pqde616		A03456	Okayama Shoka U	Okayama Shoka University, Japan	34835	Okayama Shoka Daigaku	Okayama Shoka University	0000000087593515	17002107	127115095	Q7081870	grid.444570.6	Okayama		Japan	http://www.osu.ac.jp
03xyve152		A03457	UNAH	National Autonomous University of Honduras	34843			0000000122972829	15517160		Q3616162	grid.10601.36	Tegucigalpa		Honduras	http://www.unah.edu.hn
01b4w2923		A03458	USAC	University of San Carlos, Guatemala	34849	Universidad de San Carlos de Guatemala	USAC	0000000107904692	4202615	142027465	Q607331	grid.11793.3d	Guatemala City		Guatemala	http://www.usac.edu.gt
03nyjqm54		A03459	UVG	University of Guatemala Valley	34850	Universidad del Valle de Guatemala		0000000085294976	4202804	263434210	Q7894349	grid.8269.5	Guatemala City		Guatemala	http://www.uvg.edu.gt
03jzm5a44		A03460	URL	Rafael Landivar University, Guatemala	34853											
00mjawt10		A03461	NSYSU	National Sun Yat-sen University, Taiwan	34874	National Sun Yat-sen University	NSYSU	0000000405319758	1874533	135693054	Q32751	grid.412036.2	Kaohsiung City		Taiwan	http://www.nsysu.edu.tw
00cn92c09		A03462	NTUT	National Taipei Institute of Technology, Taiwan	34877	National Taipei University of Technology	Institute of Technology	0000000100013889	773869	148613465	Q6978828	grid.412087.8	Taipei		Taiwan	http://www-en.ntut.edu.tw/bin/home.php
00q09pe49		A03463	NTUST	National Taiwan University of Science and Technology	34878	National Taiwan University of Science and Technology	National Taiwan Institute of Technology	0000000097445137	8327699	144221539	Q699543	grid.45907.3f	Taipei	Taipei	Taiwan	http://www.ntust.edu.tw/home.php?lang=en
059dkdx38		A03464	NTNU	National Taiwan Normal University	34879	National Taiwan Normal University	National Taiwan Teachers College	0000000121587670	768768	168680167	Q706712	grid.412090.e	Taipei		Taiwan	http://www.ntnu.edu.tw
03bvvnt49		A03465	NTOU	National Taiwan Ocean University	34880	National Taiwan Ocean University	NTOU	0000000103133026	1359049	153977645	Q6978829	grid.260664.0	Keelung		Taiwan	http://english.ntou.edu.tw
00zdnkx70		A03466	NTHU	National Tsing-Hua University, Taiwan	34881	National Tsing Hua University	National Tsing-Hua University	0000000405320580	210928	151130293	Q43406	grid.38348.34	Hsinchu		Taiwan	http://www.nthu.edu.tw
00zdnkx70	A03466	A03468	Dep Phy	National Tsing-Hua University, Taiwan, Department of Physics	150418	National Tsing-Hua University Department of Physics	NTHU Department of Physics	0000000404488269								
00zdnkx70	A03466	A03629	ASIAA	Institute of Astronomy and Astrophysics Academia Sinica	111184	Institute of Astronomy and Astrophysics Academia Sinica		0000000403856330	47000649							http://www.asiaa.sinica.edu.tw
05bxb3784	A03466	A03630	Inst Phy	Institute of Physics, Taiwan	71551	Institute of Physics Academia Sinica		0000000406337405	47000643			grid.28665.3f	Taipei		Taiwan	http://www.phys.sinica.edu.tw
01nsd7y51	A03466	A03631	Inst Ear Sci	Institute of Earth Sciences, Taiwan	71553	Institute of Earth Sciences Academia Sinica		0000000406337480	47000645							http://www.earth.sinica.edu.tw
00zdnkx70	A03466	A11530	Inst Ast	National Tsing-Hua University, Taiwan, Institute for Astronomy	A1530											
009h5ks85		A03471	NYMU	National Yang-Ming University, Taiwan	34882	National Yang-Ming University	National Yang-Ming Medical College	0000000104255914	30874523	155972834	Q718328	grid.260770.4	Taipei	Taipei	Taiwan	http://nymu-e.web.ym.edu.tw
04qkq2m54		A03472	YunTech	National Yunlin University of Science and Technology, Taiwan	34883	National Yunlin University of Science and Technology	National Yunlin Institute of Technology	0000000405320820	24292411		Q10927278	grid.412127.3	Douliu		Taiwan	http://www.yuntech.edu.tw/english
04tft4718		A03473	Tamkang U	Tamkang University, Taiwan	34886	Tamkang University	Takang University	0000000419371055				grid.264580.d	Taipei		Taiwan	
02w8ws377		A03474	CYCU	Chung Yuan Christian University, Taiwan	34900	Chung Yuan Christian University	CYCU	0000000405322121	3299800	141320626	Q5116360	grid.411649.f	Taoyuan City		Taiwan	http://eng.cycu.edu.tw
05vhczg54		A03475	FCU	Feng Chia University, Taiwan	34902	Feng Chia University		0000000121754846	2157739	144177957	Q696672	grid.411298.7	Taichung		Taiwan	http://en.fcu.edu.tw/wsite/mp?mp=3
04je98850		A03476	FJCU	Fu Jen Catholic University, Taiwan	34903	Fu Jen Catholic University		0000000419371063				grid.256105.5	Taipei		Taiwan	
005gkfa10		A03477	NCUE	National Changhua University of Education, Taiwan	34910	National Changhua University of Education	NCUE	0000000091931222	41060741	134684461	Q10739157	grid.412038.c	Changhua		Taiwan	http://www.ncue.edu.tw/
00944ve71		A03478	NCU Taiwan	National Central University, Taiwan	34911	National Central University	NCU	0000000405323167	606136	146631559	Q714891	grid.37589.30	Taoyuan City		Taiwan	http://www.ncu.edu.tw/en
00944ve71	A03478	A11526	Inst Sp Sci	National Central University, Taiwan, Institute of Space Science	A1526											
00944ve71	A03478	A11527	Inst Ast	National Central University, Taiwan, Institute of Astronomy	A1527											
00944ve71	A03478	A11528	Dep Phy	National Central University, Taiwan, Department of Physics	A1528											
00944ve71	A03478	A11529	Inst Geop	National Central University, Taiwan, Institute of Geophysics	A1529											
01b8kcc49		A03479	NCKU	National Cheng Kung University, Taiwan	34912	National Cheng Kung University	NCKU	0000000405323255	323368	201211506	Q706708	grid.64523.36	Tainan City		Taiwan	http://web.ncku.edu.tw/bin/home.php?lang=en
01b8kcc49	A03479	A03480	Dep Ear Sci	National Cheng Kung University, Department of Earth Sciences	162106	National Cheng Kung University Department of Earth Sciences		0000000403673868								
01b8kcc49	A03479	A03481	Dep Phy	National Cheng Kung University, Department of Physics	162113	National Cheng Kung University Department of Physics		0000000403674158								
01b8kcc49	A03479	A11533	PSSC	National Cheng Kung University, Taiwan, Institute for Space Astrophysical and Plasma Sciences	A1533											
03rqk8h36		A03482	NCCU	National Chengchi University, Taiwan	34913	National Chengchi University		0000000121066277	948409	141722610	Q712849	grid.412042.1	Taipei		Taiwan	http://www.nccu.edu.tw
00se2k293		A03483	NCTU	National Chiao Tung University, Taiwan	34914	National Chiao Tung University	NCTU	0000000120597017	1179114	139556933	Q43401	grid.260539.b	Hsinchu		Taiwan	http://www.nctu.edu.tw
0028v3876		A03484	CCU Taiwan	National Chung Cheng University, Taiwan	34915	National Chung Cheng University		0000000405323650	2271864	143522281	Q697299	grid.412047.4	Chiayi City		Taiwan	http://ewww.ccu.edu.tw
05vn3ca78		A03485	NCHU Taiwan	National Chung Hsing University, Taiwan	34916	National Chung Hsing University	NCHU	0000000405323749	1374293	154776213	Q707573	grid.260542.7	Taichung		Taiwan	http://www.nchu.edu.tw/en-index.php
03tzb2h73		A03486	Ajou U	Ajou University, Korea	34919	Ajou University	Aju Daehakgyo	0000000405323933	874675	138415729	Q491082	grid.251916.8	Suwon		South Korea	http://www.ajou.ac.kr
04ts4qa58		A03487	Changwon Natl U	Changwon National University, Korea	34925	Changwon National University	Changwon Daehakgyo	0000000104421951	1302426	156226440	Q483680	grid.411214.3	Changwon		South Korea	http://www.changwon.ac.kr
05hnb4n85		A03488	Jeju Natl U	Jeju National University, Korea	34926	Jeju National University	Cheju National University	0000000107255207	1302423	154311223	Q487855	grid.411277.6	Jeju City		South Korea	http://www.jejunu.ac.kr
02tx4na66		A03489	Cheongju U	Cheongju University, Korea	34929	Cheongju University	Cheongju Daehakgyo	0000000405324733	1311973		Q625945	grid.411311.7	Cheongju-si		South Korea	http://www.cju.ac.kr
05kzjxq56		A03490	Chonnam Natl U	Chonnam National University, Korea	34931	Chonnam National University	Chonnam University	0000000103569399	1316658	154786594	Q494681	grid.14005.30	Gwangju		South Korea	http://global.jnu.ac.kr
01zt9a375		A03491	Chosun U	Chosun University, Korea	34932	Chosun University	Jeoseon Daehakgyo	0000000094758840	1325385	139575505	Q56143	grid.254187.d	Gwangju		South Korea	http://eng.chosun.ac.kr
02wnxgj78		A03492	Chungbuk Natl U	Chungbuk National University, Korea	34933	Chungbuk National University	CBNU	0000000096110917	1328322	158877676	Q491714	grid.254229.a	Cheongju-si		South Korea	http://www.cbnu.ac.kr
02wnxgj78	A03492	A11553	Dep Ast Sp Sci	Chungbuk National University, Department of Astronomy and Space Science	A1553											
02wnxgj78	A03492	A11554	Dep Phy	Chungbuk National University, Department of Physics	A1554											
058pdbn81		A03493	Dankook U	Dankook University, Korea	34937	Dankook University	Danguk Daehakgyo	0000000107054288	1347780	151273300	Q491127	grid.411982.7	Cheonan		South Korea	http://dankook.ac.kr
057q6n778		A03494	Dongguk U	Dongguk University, Korea	34942	Dongguk University	Dongguk Daehakgyo	0000000106715021	1354059	148917033	Q487804	grid.255168.d	Seoul		South Korea	http://www.dongguk.edu/mbs/en/index.jsp
00wygsf57		A03495	Dongseo U	Dongseo University, Korea	34943	Dongseo University	Dongseo Daehakgyo	0000000405326077	1354424		Q493506	grid.412065.4	Busan		South Korea	http://www.dongseo.ac.kr/eng
01thhk923		A03496	Donshin U	Dongshin University, Korea	34944	Dongshin University	Dongsin Daehakgyo	0000000417704266	1386029		Q5296030	grid.412069.8	Naju		South Korea	http://www.dsu.ac.kr/kr
05jmm0651		A03497	Korea Aero U	Korea Aerospace University	34947	Korea Aerospace University	Hanguk Hanggong Daehakgyo	0000000098813149	20303829	146574478	Q6431586	grid.440941.c	Goyang-si		South Korea	http://www.kau.ac.kr/english
02jv06474		A03498	Hanseo U	Hanseo University, Korea	34950	Hanseo University	Hanseo Daehakgyo	0000000405326544				grid.411977.d	Seosan City		South Korea	
01qyd4k24		A03499	Hoseo U	Hoseo University, Korea	34955	Hoseo University	Hoseo Daehakgyo	0000000405327053	17992866	146813673	Q490117	grid.412238.e	Asan		South Korea	http://www.hoseo.ac.kr
02xf7p935		A03500	Incheon Natl U	Incheon National University, Korea	34958	Incheon National University	Incheon City College	0000000405327395	13681038		Q497488	grid.412977.e	Incheon		South Korea	http://www.inu.ac.kr/mbshome/mbs/inueng/index.do
015v9d997		A03501	Jeonju U	Jeonju University, Korea	34959	Jeonju University	Jeonju Daehakgyo	0000000085985806	19376104	124404644	Q482759	grid.411845.d	Jeonju		South Korea	http://www.jj.ac.kr/eng
0461cvh40		A03502	GWNU	Gangneung-Wonju National University, Korea	34961	Gangneung-Wonju National University	Gangneung Wonju Daehakgyo	000000040532811X	24335103		Q482663	grid.411733.3	Gangneung		South Korea	http://www.gwnu.ac.kr
01mh5ph17		A03503	Kangwon Natl U	Kangwon National University, Korea	34962	Kangwon National University	Gangwon Daehakgyo	0000000107079039	9691062	146570850	Q497259	grid.412010.6	Chuncheon		South Korea	http://www.kangwon.ac.kr/english
025h1m602		A03504	Konkuk U	Konkuk University, Korea	34965	Konkuk University	Geonguk Daehakgyo	0000000405328339	7059918	139092624	Q41765	grid.258676.8	Seoul		South Korea	http://www.konkuk.ac.kr
0049erg63		A03505	Kookmin U	Kookmin University, Korea	34967	Kookmin University	Gukmin Daehakgyo	0000000107889816	3604019		Q487177	grid.91443.3b	Seoul		South Korea	http://english.kookmin.ac.kr/
