ROR		parent	child	short_name	canonical_name	Ringgold_id	long_name	URL	ISNI	Wikidata	Grid	?	City	State	Country
045ktmd28	A02976	A05241	LNCMI	National Laboratory of Intense Magnetic Fields, Grenoble	131766			0000000403692620	47000245		Q13421865	grid.462694.b	French National High Magnetic Field Laboratory	Grenoble
			A02988	U Tours	Universite Francois Rabelais, Tours, France	27092			0000000121826141				grid.12366.30	François Rabelais University	Tours
		A02988	A02989	LMPT	Laboratoire de Mathematiques et Physique Theorique	131911									
			A02990	U Valenciennes	Universite de Valenciennes, France	27094			0000000107901416	13468827	138979810	Q1548539	grid.12810.3a	University of Valenciennes and Hainaut-Cambresis	Valenciennes
			A02991	UVSQ	Universite Versailles Saint-Quentin-en-Yvelines, France	27096			0000000123230229	13889493	128764904	Q186638	grid.12832.3a	Versailles Saint-Quentin-en-Yvelines University	Versailles
		A02991	A04169	LATMOS	Laboratoire Atmospheres Milieux Observations Spatiales	55813	LATMOS	Centre d'Etude des Environnements Terrestre et Planetaires	0000000104563087						
		A02991	A11256	CETP Obs St Maur	CETP, Observatoire de Saint Maur	A1256									
			A02993	U Paris Nord XIII	Universite de Paris Nord XIII, France	27097			0000000121496883	8892205	122048691	Q1780212	grid.11318.3a	Paris 13 University	Villetaneuse
01yr0r787	A02993	A02994	LSPM	Laboratoire des Sciences des Procedes et des Materiaux	113917									
			A02995	INSERM	Institut National Sante et Recherche Medical, France	27102	INSERM	Biologie Moléculaire et Cellulaire des Microorganismes	0000000417662131	6885694		Q1474517	grid.7429.8	French Institute of Health and Medical Research	Paris
			A02996	Karolinska Inst	Karolinska Institutet, Stockholm, Sweden	27106			0000000419370626	216908	131984464	Q219564	grid.4714.6	Karolinska Institute	Stockholm
			A02997	U Duisburg	University of Duisburg Essen, Germany	27170			0000000121875445	3492726	152819495	Q696757	grid.5718.b	University of Duisburg-Essen	Essen
			A02998	U Basel	University of Basel, Switzerland	27209			0000000419370642	427614	155492003	Q372608	grid.6612.3	University of Basel	Basel
		A02998	A02999	Dep Phy Ast	University of Basel, Department of Physics and Astronomy	111068									
			A03000	U Bern	University of Bern, Switzerland	27210			0000000107265157	1157515	149716026	Q659080	grid.5734.5	University of Bern	Bern
		A03000	A03001	Phy Inst	University of Bern, Physics Institute	172549									
		A03000	A11287	Ast Inst	University of Bern, Astronomical Institute	A1287									
			A03002	U Fribourg	University of Fribourg, Switzerland	27211			0000000404781713	535267	125693395	Q36188	grid.8534.a	University of Fribourg	Fribourg
			A03003	U Geneva	University of Geneva, Switzerland	27212	Universite de Geneve	University of Geneva	0000000123224988	342348	143949988	Q503473	grid.8591.5	University of Geneva	Geneva
		A03003	A03004	Data Ctr Astrop	University of Geneva, Data Center for Astrophysics	111087									
		A03003	A03005	Phy Sec	University of Geneva, Physics Section	151063									
		A03003	A03006	Ast Obs	University of Geneva, Astronomical Observatory	70322									
		A03003	A11267	ISDC	Integral Science Data Center	A1267									
			A03007	U Lausanne	University of Lausanne, Switzerland	27213	Universite de Lausanne	UNIL	0000000121654204	79810	136704891	Q658975	grid.9851.5	University of Lausanne	Lausanne
		A03007	A03008	Inst Ear Sci	University of Lausanne, Institute of Earth Sciences	124112									
		A03007	A13063	Inst Phy	University of Lausanne, Institute of Physics	A3063									
		A03007	A13064	IoA	University of Lausanne, Institute of Astronomy	A3064									
			A03009	U Neuchatel	University of Neuchatel, Switzerland	27214			0000000122977718	3662101	148558169	Q541548	grid.10711.36	University of Neuchâtel	Neuchâtel
			A03010	U Lugano	University of Lugano, Switzerland	27216			0000000122032861	2290642	168354018	Q689617	grid.29078.34	Universita della Svizzera Italiana	Lugano
			A03011	U Zurich	University of Zurich, Switzerland	27217			0000000419370650	314803	122255956	Q206702	grid.7400.3	University of Zurich	Zurich
		A03011	A11293	Inst Phy	University of Zurich, Institute of Physics	A1293									
			A03012	EPFL	Ecole Polytechnique Federale de Lausanne	27218			0000000121839049	71968		Q262760	grid.5333.6	École Polytechnique Fédérale de Lausanne	Lausanne
		A03012	A03013	Sec Phy	Ecole Polytechnique Federale de Lausanne, Section de Physique	150727									
		A03012	A11266	Lab Astrop	Ecole Polytechnique Federale de Lausanne, Laboratoire d'Astrophysique	A1266									
			A03014	ETH Zurich	Eidgenossische Technische Hochschule, Zurich, Switzerland	27219			0000000121562780	210910	263967272	Q11942	grid.5801.c	Swiss Federal Institute of Technology in Zurich	Zurich
		A03014	A03015	Dep Ear Sci	ETH Zurich, Department of Earth Sciences	111841									
03eh3y714	A03014	A03016	PSI CH	Paul Scherrer Institute, Switzerland	28498	Paul Scherrer Institut	Paul Scherrer Institute	0000000110907501	1053016	143751734	Q351857	grid.5991.4	Paul Scherrer Institute	Villigen
		A03014	A03017	Inst Ast	ETH Zurich, Institute of Astronomy	54165									
		A03014	A03018	Dep Phy	ETH Zurich, Department of Physics	54177									
		A03014	A11292	Inst Geop	ETH Zurich, Institute of Geophysics	A1292									
		A03014	A13076	SED	ETH Zurich, Swiss Seismological Service	A3076									
			A03019	TU Graz	Technical University of Graz, Austria	27253			000000012294748X	985188	147341809	Q689775	grid.410413.3	Graz University of Technology	Graz
			A03020	U Innsbruck	Leopald Franzens University of Innsbruck, Austria	27255			0000000121518122	630651	125422165	Q875788	grid.5771.4	University of Innsbruck	Innsbruck
		A03020	A03021	Inst Theo Phy	University of Innsbruck, Institute of Theoretical Physics	226174									
		A03020	A11354	Inst Astrop	University of Innsbruck, Institute of Astrophysics	A1354									
			A03022	Alpen Adria U	Alpen Adria University, Austria	27256			0000000121963349	1053555		Q690639	grid.7520.0	University of Klagenfurt	Klagenfurt
			A03023	U Salzburg	University of Salzburg, Austria	27257			0000000110156330				grid.7039.d	University of Salzburg	Salzburg
			A03024	U Vienna	University of Vienna, Austria	27258			0000000122861424	53049	131901031	Q165980	grid.10420.37	University of Vienna	Vienna
		A03024	A03025	Dep Phy	University of Vienna, Department of Physics	360818									
		A03024	A03026	Dep Met Geop	University of Vienna, Department of Meteorology and Geophysics	52729									
		A03024	A11353	Dep Ast	University of Vienna, Department of Astronomy	A1353									
			A03027	TU Vienna	Technical University of Vienna, Austria	27259			0000000123484034	1267354	149517288	Q689400	grid.5329.d	Vienna University of Technology	Vienna
		A03027	A03028	Dep Phy	Technical University of Vienna, Department of Physics	282278	Technische Universitat Wien Fakultat fur Physik	Technical University of Vienna Faculty of Physics	0000000405217057						
			A03029	JKU Linz	Johannes Kepler University, Linz, Austria	27266			0000000119415140				grid.9970.7	Johannes Kepler University of Linz	Linz
			A03030	KFU Graz	Karl Franzens University of Graz, Austria	27267			0000000121539003	352642	127404613	Q622683	grid.5110.5	University of Graz	Graz
		A03030	A03031	Inst Ear Sci	KF University of Graz, Institute of Earth Sciences	151416									
		A03030	A03032	IGAM	KF University of Graz, Institute of Geophysics, Astrophysics and Meteorology	52728									
		A03030	A03033	Inst Phy	KF University of Graz, Institute of Physics	64722									
			A03034	U Leoben	University of Leoben, Austria	27268			0000000110339225	1267376	128732539	Q674568	grid.181790.6	University of Leoben	Leoben
			A03035	BOKU	University of Natural Resources and Life Sciences, Vienna, Austria	27270			0000000122985320				grid.5173.0	University of Natural Resources and Life Sciences	Vienna
			A03036	Med U Innsbruck	Medical University of Innsbruck, Austria	27280			0000000088532677	630656		Q686772	grid.5361.1	Innsbruck Medical University	Innsbruck
			A03037	Black Hills St U	Black Hills State University, South Dakota	27713	Black Hills State University	BHSU	0000000096954052	2337014	143342447	Q4920974	grid.253147.6	Black Hills State University	Spearfish
			A03038	Leibniz Inst	Leibniz Association, Berlin, Germany	27716	Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz eV	Arbeitsgemeinschaft Blaue Liste	0000000122243060	2443230		Q680090	grid.413453.4	Leibniz Association	Berlin
03sry2h30	A03038	A03039	AEI	Albert Einstein Institute, Hannover	28292	Max-Planck-Institut fur Gravitationsphysik	AEI	0000000107904262	2220743	141611094	Q2778415	grid.450243.4	Max Planck Institute for Gravitational Physics	Potsdam
03mrbr458	A03038	A03040	Potsdam	Leibniz Institute for Astrophysics, Potsdam	28343			0000000100611803	12626653	149612630	Q662864	grid.423694.e	Leibniz Institute for Astrophysics Potsdam	Potsdam
0489gab80	A03038	A03041	Frankfurt	Leibniz Institute for Semiconductor Physics, Frankfurt	28370	Leibniz-Institut fur innovative Mikroelektronik	IHP GmbH -  Innovations for High Performance Microelectronics	0000000101426781				grid.424874.9	Innovations for High Performance Microelectronics	Frankfurt (Oder)
02jhqqg57	A03038	A03042	Dortmund	Leibniz Institute for Analytical Sciences, Dortmund	28371			0000000404929407				grid.419243.9	Leibniz Institute for Analytical Sciences - ISAS	Dortmund
		A03038	A03043	INP	Leibniz Institute Nonthermal Plasmaphysics, Greifswald	28372									
006g31f33	A03038	A03044	KIS	Kiepenheuer Institute for Solar Physics, Freiburg	28382			0000000404933035				grid.438117.8	Kiepenheuer Institut für Sonnenphysik	Freiburg
05txczf44	A03038	A03045	LIAG	Leibniz Institute for Applied Geosciences, Hannover	28386			0000000100732402				grid.461783.f	Leibniz Institute for Applied Geophysics	Hanover
04enhpe73	A03038	A03046	Atm Phy	Leibniz Institute for Atmospheric Physics	28388			0000000093297464				grid.440996.6	Leibniz Institute of Atmospheric Physics at the Rostock University	Ostseebad Kühlungsborn
03xh9nq73	A03038	A03047	Baltic Sea Res	Leibniz Institute for Baltic Sea Research	28389			0000000121880463				grid.423940.8	Leibniz Institute for Baltic Sea Research	Warnemünde
04zb59n70	A03038	A03048	IFW	Leibniz Institute for Solid State and Materials Research, Dresden	28394			0000000099723583	25588007		Q835883	grid.14841.38	Leibniz Institute for Solid State and Materials Research	Dresden
04vx4mk32	A03038	A03049	IOM	Leibniz Institute for Surface Modification, Leipzig	28395			0000000087880442				grid.461802.9	Leibniz Institute of Surface Modification	Leipzig
03a5xsc56	A03038	A03050	TROPOS	Leibniz Institute for Tropospheric Research, Leipzig	28397			0000000087201454				grid.424885.7	Leibniz Institute for Tropospheric Research	Leipzig
		A03038	A03051	Inst Mar Res	Institute for Marine Research, Kiel	28402									
01mk1hj86	A03038	A03052	PDI	Paul Drude Institute for Solid State Electronics, Berlin	28411			0000000091192714	47000293	133381178		grid.420187.8	Paul Drude Institute for Solid State Electronics	Berlin
02se0t636	A03038	A03053	IPHT	Leibniz Institute of Photonic Technology, Jena	40096			0000000405637158	9615635		Q1664946	grid.418907.3	Leibniz Institute of Photonic Technology	Jena
052d1a351	A03038	A03054	MNH Berlin	Museum of Natural History, Berlin	54206			0000000122939957				grid.422371.1	Museum für Naturkunde	Berlin
02jhqqg57	A03038	A03055	ISAS Berlin	Leibniz Institute for Analytical Sciences, Berlin	54365	Leibniz-Institut fur Analytische Wissenschaften - ISAS eV Department Berlin	ISAS Berlin	0000000406473829						
			A03056	IPN	National Polytechnic Institute, Mexico	27740			0000000121658782				grid.418275.d	Instituto Politécnico Nacional	Mexico City
		A03056	A03057	ESFM IPN	Superior School of Physics and Mathematics of the National Polytechnic Institute	131656									
		A03056	A03058	CINVESTAV IPN	Center for Research and Advanced Studies of the National Polytechnic Institute	42576									
			A03059	ITA MX	Aguascalientes Institute of Technology, Mexico	27742									
			A03060	ITSON	Technical Institute of Sonora, Mexico	27745			0000000099638346	2493096		Q7562219	grid.466844.c	Sonora Institute of Technology	Ciudad Obregón
			A03061	ITESM	Institute of Technology and Higher Education, Mexico	27746			0000000122034701	322850		Q1343885	grid.419886.a	Monterrey Institute of Technology and Higher Education	Monterrey
			A03062	UABC	Autonomous University of Baja California, Mexico	27758			0000000121920509	32090575	145441712	Q4826824	grid.412852.8	Autonomous University of Baja California	Mexicali
			A03063	UNACH	Autonomous University of Chiapas, Mexico	27762			0000000417668314	47000346			grid.440446.6	Autonomous University of Chiapas	Tuxtla Gutiérrez
			A03064	UAHC	Autonomous University of Chihuahua, Mexico	27763			0000000106953281	16309388	140750713	Q4826829	grid.440441.1	Autonomous University of Chihuahua	Chihuahua City
			A03065	UACJ	Autonomous University of Ciudad Juarez, Mexico	27764									
			A03066	UAdeC	Autonomous University of Coahuila, Mexico	27765			0000000122281833	3135713	150950224	Q4826832	grid.441492.e	Universidad Autónoma de Coahuila	Saltillo
			A03067	UAGro	Autonomous University of Guerrero, Mexico	27768			0000000106992934				grid.412856.c	Universidad Autónoma de Guerrero	Acapulco de Juárez
			A03068	UANL	Autonomous University of Nuevo Leon, Mexico	27771			0000000122030321	1688989		Q29716	grid.411455.0	Universidad Autónoma de Nuevo León	San Nicolás de los Garza
			A03069	UAQ	Autonomous University of Queretaro, Mexico	27772			0000000122072097	19494885	264033606	Q2879544	grid.412861.8	Autonomous University of Queretaro	Querétaro City
		A03069	A03070	CIIDET	Centro Interdisciplinario de Investigacion y Docencia en Educacion Tecnica	120004									
			A03071	UASLP	Autonomous University of San Luis Potosi, Mexico	27773			000000012191239X	15796742		Q7894242	grid.412862.b	Autonomous University of San Luis Potosí	San Luis Potosí City
			A03072	UAS	Autonomous University of Sinaloa, Mexico	27774			0000000121929271	19350952	157052152	Q4826834	grid.412863.a	Autonomous University of Sinaloa	Culiacán
			A03073	UADY	Autonomous University of Yucatan, Mexico	27778			0000000121887788	15602042		Q2684607	grid.412864.d	Autonomous University of Yucatán	Mérida
			A03074	UAZ	Autonomous University of Zacatecas, Mexico	27779			0000000121051788	19380593	123041346	Q1266514	grid.412865.c	Autonomous University of Zacatecas	Zacatecas City
			A03075	UNACAR	Autonomous University of Carmen, Mexico	27780			0000000404841114				grid.449264.9	Autonomous University of Carmen	Ciudad del Carmen
			A03076	UAEH	Autonomous University of the State of Hidalgo, Mexico	27781			0000000122192996	32758219		Q7894245	grid.412866.f	Universidad Autónoma del Estado de Hidalgo	Pachuca
			A03077	UAEMex	Autonomomous University of the State of Mexico, Toluca	27782			0000000121746731	26131704		Q18360632	grid.412872.a	Universidad Autónoma del Estado de México	Toluca
			A03078	UAEM	Autonomous University of the State of Morelos, Mexico	27783			0000000404841712	43144474		Q6156367	grid.412873.b	Universidad Autónoma del Estado de Morelos	Cuernavaca
			A03079	UAM MX	Metropolitan Autonomous University, Mexico	27786			0000000121570393	831386		Q972553	grid.7220.7	Universidad Autónoma Metropolitana	Mexico City
		A03079	A03080	Cuajimalpa	UAM, Metropolitan Autonomous University, Cuajimalpa	103801									
		A03079	A03081	Azcapotzalco	UAM, National Autonomous University of Mexico, Azcapotzalco	27787									
		A03079	A03082	Iztapalapa	UAM, National Autonomous University of Mexico, Iztapalapa	27788									
			A03083	U Colima	University of Colima, Mexico	27800	Universidad de Colima	UCOL	0000000123758971	13946655	159676166	Q2495731	grid.412887.0	University of Colima	Colima
			A03084	U Guadalajara	University of Guadalajara, Mexico	27802	Universidad de Guadalajara	UDG	0000000121580196	835998	130845766	Q164028	grid.412890.6	University of Guadalajara	Guadalajara
			A03085	UDLAP	University of the Americas Puebla, Mexico	27806			0000000090226409	30254703	131698021	Q7894277	grid.469251.d	Ibero-American University Puebla	Puebla City
			A03086	U Monterrey	University of Monterrey, Mexico	27808	Universidad de Monterrey	UDEM	0000000417668816	2940340	137251025	Q286744	grid.440451.0	University of Monterrey	San Pedro Garza Garcia
			A03087	U Quintana Roo	University of Quintana Roo, Mexico	27811	Universidad de Quintana Roo	University of Quintana Roo	0000000110149202	19343395	131143921	Q7896199	grid.441185.d	University of Quintana Roo	Chetumal
			A03088	U Sonora	University of Sonora, Mexico	27813	Universidad de Sonora	UNISON	0000000121931646	2492287	157195857	Q489065	grid.11893.32	Universidad de Sonora	Hermosillo
			A03089	Valle Mex U	Valle de Mexico University, Mexico	27822			0000000099512794	11858812		Q6156857	grid.441032.0	Universidad del Valle de México	Mexico City
			A03090	IBERO U	Ibero American University, Mexico	27829	Universidad Iberoamericana	Ibero American University	0000000121564794	773494	262523114	Q689462	grid.441047.2	Ibero American University	Mexico City
			A03091	UJAT	University Juarez Autonoma de Tabasco, Mexico	27836			0000000122938305	13858035		Q7894282	grid.441115.4	Universidad Juárez Autónoma de Tabasco	Villahermosa
			A03092	UMSNH	University Michoacana of San Nicolas of Hidalgo, Mexico	27852			000000008796243X	15684659	127829219	Q1631821	grid.412205.0	Universidad Michoacana de San Nicolás de Hidalgo	Morelia
		A03092	A03093	Inst Phy Math	University Michoacana of San Nicolas of Hidalgo, Institute of Physics and Mathematics	325665	Universidad Michoacana de San Nicolas de Hidalgo Instituto de Fisica y Matematicas	IFM	0000000405422827						
			A03094	TU Mixteca	Technological University of the Mixteca, Mexico	27865			0000000093482475	22576666		Q7692511	grid.440445.5	Technological University of the Mixteca	Ciudad de Huajuapan de León
			A03095	Veracruzana U	Veracruzana University, Mexico	27870	Universidad Veracruzana	Veracruzana University	0000000417669560	10183189	127217679	Q1808814	grid.42707.36	Universidad Veracruzana	Xalapa
			A03096	EPN Ecuador	National Polytechnic School, Ecuador	27882			0000000404852489	17286568		Q8778175	grid.440857.a	National Polytechnic School	Quito
			A03097	PUCE Ecuador	Pontifical Catholic University of Ecuador	27884			0000000119417306	39923460		Q1537436	grid.412527.7	Pontificia Universidad Católica del Ecuador	Quito
			A03098	USFQ Ecuador	University of Quito, Ecuador	27902	Universidad San Francisco de Quito	Universidad San Francisco de Quito - Campus Cumbaya	0000000090084711	4429233	265966492	Q2495713	grid.412251.1	Universidad San Francisco de Quito	Quito
			A03099	U Costa Rica	University of Costa Rica	27915	Universidad de Costa Rica	Universidad de Costa Rica	0000000419370706	1057285	124031228	Q1305486	grid.412889.e	University of Costa Rica	San José
			A03100	UNA Costa Rica	National University of Costa Rica	27929	Universidad Nacional de Costa Rica	National University of Costa Rica	0000000121663813	2773699		Q31867	grid.10729.3d	National University of Costa Rica	Heredia
			A03101	Costa Rican ICE	Costa Rican Electricity Institute	27939	Instituto Costarricense de Electricidad	Costa Rican Institute of Electricity	0000000121628962						
			A03102	U Antonio Narino	Universidad Antonio Narino, Colombia	27967			0000000122197324	47000345	136257827		grid.440783.c	Universidad Antonio Nariño	Bogotá
			A03103	U Auton Occ	Universidad Autonoma de Occidente, Colombia	27971			0000000086074238	28133654		Q7894240	grid.442250.5	Universidad Autónoma de Occidente	Santiago de Cali
			A03104	U Antioquia	University of Antioquia, Colombia	27983			0000000088825269				grid.412881.6	University of Antioquia	Medellín
			A03105	U Caldas	University of Caldas, Colombia	27985	Universidad de Caldas	University of Caldas	0000000122906370	21793631		Q7895150	grid.7779.e	University of Caldas	Manizales
			A03106	U Andes CO	University of the Andes, Colombia	27991	Universidad de los Andes	University of the Andes	0000000419370714	919467		Q1569421	grid.7247.6	Universidad de Los Andes	Bogotá
			A03107	U Medellin	University of Medellin, Colombia	27993									
			A03108	U Narino	University of Narino, Colombia	27994			0000000121586811	15345084		Q1547837	grid.441954.9	University of Nariño	Pasto
			A03109	U Atl	University of the Atlantic, Colombia	28001			0000000121802377	22364848		Q422166	grid.441871.f	University of Atlántico	Barranquilla
			A03110	U Del Cauca	Universidad del Cauca, Colombia	28002	Universidad del Cauca	Unicauca	0000000121586862	21550605	131307309	Q1137779	grid.412186.8	University of Cauca	Popayán
			A03111	U Valley	University of the Valley, Colombia	28006	Universidad del Valle	Industrial University of Valle del Cauca	0000000404868982	14257781		Q3117949	grid.8271.c	University of Valle	Santiago de Cali
			A03112	U Distrital	University Distrital Francesco Jose de Caldas, Colombia	28007									
			A03113	EAFIT U	EAFIT University, Medillin, Colombia	28008	Universidad EAFIT	EAFIT University	0000000099894956	12776755		Q3997314	grid.448637.a	EAFIT University	Medellín
			A03114	TU Santander	Technical University of Santander, Colombia	28014	Universidad Industrial de Santander	Industrial University of Santander	0000000121057207	3600702	123604115	Q1053303	grid.411595.d	Industrial University of Santander	Bucaramanga
			A03115	Natl U Colombia	National University of Colombia	28021	Universidad Nacional de Colombia	National University of Colombia	0000000102863748	1215553	146256275	Q1150419	grid.10689.36	National University of Colombia	Bogotá
			A03116	La UPTC	Pedagogical and Technological University of Colombia	28023			0000000121164870	33363766		Q3067794	grid.442071.4	Pedagogical and Technological University of Colombia	Tunja
			A03117	UPB	Pontifical Bolivarian University, Colombia	28025	Universidad Pontificia Bolivariana	Pontifical Bolivarian University	0000000404872295	2591799		Q2038878	grid.412249.8	Pontifical Bolivarian University	Medellín
			A03118	TU Pereira	Technical University of Pereira, Colombia	28031			0000000121761069	22577085		Q2441962	grid.412256.6	Technological University of Pereira	Pereira
			A03119	Pont Cath U Chile	Pontifical Catholic University of Chile	28033			0000000121570406	707101	130162666	Q1129925	grid.7870.8	Pontifical Catholic University of Chile	Santiago
		A03119	A11710	Dep Ast Astrop	Pontifical Catholic University of Chile, Department of Astronomy and Astrophysics	A1710									
			A03120	U Adolfo Ibanez	University Adolfo Ibanez, Chile	28034									
			A03121	U Arturo Prat	University Arturo Prat, Chile	28035	Universidad Arturo Prat	Arturo Prat University	0000000091534251	1271735	133978513	Q3551323	grid.412849.2	Arturo Prat University	Iquique
			A03122	U Austral Chile	Austral University of Chile	28040	Universidad Austral de Chile	UACh	000000040487459X	1271733	139318663	Q961982	grid.7119.e	Austral University of Chile	Valdivia
			A03123	Cath U Most Holy Conc	Catholic University of the Most Holy Concepcion, Chile	28045			0000000121999982	1271737		Q1251039	grid.412876.e	Catholic University of the Most Holy Conception	Concepción
			A03124	PUCV	Pontifical Catholic University of Valparaiso, Chile	28047			0000000115375962	1215711		Q1284408	grid.8170.e	Pontificial Catholic University of Valparaiso	Valparaíso
			A03125	Cath U North	Universidad Catolica del Norte, Chile	28049			000000012291598X				grid.8049.5	Catholic University of the North	Antofagasta
			A03126	U Antofagasta	University of Antofagasta, Chile	28052	Universidad de Antofagasta	University of Antofagasta	000000010494535X	1271740	265311736	Q3077517	grid.412882.5	University of Antofagasta	Antofagasta
			A03127	U Atacama	University of Atacama, Chile	28054	Universidad de Atacama	UDA	0000000122287602	1271741		Q7895095	grid.440631.4	University of Atacama	Copiapó
			A03128	U Concepcion	University of Concepcion, Chile	28056			0000000122989663	1271742		Q199948	grid.5380.e	University of Concepción	Concepción
		A03128	A11714	Dep Ast	University of Concepcion, Department of Astronomy	A1714									
		A03128	A11715	Dep Phy	University of Concepcion, Department of Physics	A1715									
			A03129	U La Frontera	University of La Frontera, Chile	28057	Universidad de La Frontera	UFRO	0000000122879552	1271747		Q3551326	grid.412163.3	University of La Frontera	Temuco
			A03130	U La Serena	University of La Serena, Chile	28058	Universidad de La Serena	ULS	0000000101619268	1271746		Q3551327	grid.19208.32	University of La Serena	La Serena
			A03131	U Magallanes	University of Magallanes, Chile	28062	Universidad de Magallanes	UMAG	0000000122871761	1271743		Q5947836	grid.442242.6	University of Magallanes	Punta Arenas
			A03132	U Santiago Chile	University of Santiago of Chile	28065	Universidad de Santiago de Chile	University of Santiago de Chile	0000000121915013				grid.412179.8	University of Santiago Chile	Santiago
			A03133	U Talca	University of Talca, Chile	28066	Universidad de Talca	University of Talca	0000000100362536	1271748		Q3551328	grid.10999.38	University of Talca	Talca
			A03134	U Tarapaca	University of Tarapaca, Chile	28067			0000000121790636	1271749		Q3138071	grid.412182.c	University of Tarapacá	Arica
			A03135	Valparaiso U Chile	Valparaiso University, Chile	28068			0000000089124050	1271750		Q1546014	grid.412185.b	University of Valparaíso	Valparaíso
		A03135	A11713	Dep Phy Ast	Valparaiso University, Department of Physics and Astronomy	A1713									
			A03136	UVM Chile	University of Vina del Mar, Chile	28072	Universidad del Mar	University of the Sea	0000000404877838						
			A03137	UMCE	Metropolitan University of Educational Sciences, Chile	28085			000000012195029X	1271753	159147727	Q6825306	grid.412203.6	Metropolitan University of Educational Sciences	Santiago
			A03138	UNAB	Andres Bello University, Chile	28087			000000012156804X	14023390		Q3348434	grid.412848.3	Andrés Bello University	Santiago
			A03139	UTFSM	Technical University Federico Santa Maria, Chile	28090			000000011958645X	309277		Q457793	grid.12148.3e	Federico Santa María Technical University	Valparaíso
			A03140	UNIFEI	Federal University of Itajuba, Brazil	28094			0000000089924656	3898316	237049360	Q7894372	grid.440561.2	Federal University of Itajubá	Itajubá
		A03140	A11718	CRAAM	Center for Radio Astronomy and Astrophysics	A1718									
			A03141	UFPB	Federal University of Paraiba, Brazil	28097			0000000403975145				grid.411216.1	Federal University of Paraíba	João Pessoa
			A03142	IME Brazil	IME Instituto Militar de Engenharia, Brazil	28098	Instituto Militar de Engenharia	IME	0000000123728107	14113412	173703384	Q1665208	grid.457047.5	Military Institute of Engineering	Rio de Janeiro
			A03143	PUC-Rio	Pontifical Catholic University of Rio de Janeiro, Brazil	28099			000000012323852X	3767306	130995637	Q1857293	grid.4839.6	Pontifical Catholic University of Rio de Janeiro	Rio de Janeiro
			A03144	PUCPR	Pontifical Catholic University of Parana, Brazil	28100			0000000086010541				grid.412522.2	Pontifícia Universidade Católica do Paraná	Curitiba
			A03145	PUC CAMPINAS	Pontifical Catholic University of Campinas, Brazil	28101			0000000121585376	65408		Q839900	grid.442113.1	Pontifícia Universidade Católica de Campinas	Campinas
			A03146	PUCRS	Pontifical Catholic University of Rio Grande do Sul, Brazil	28102			0000000121669094	12147548		Q600634	grid.412519.a	Pontifical Catholic University of Rio Grande do Sul	Porto Alegre
			A03147	PUC-SP	Catholic University of Sao Paulo, Brazil	28104			0000000121496891	3463447		Q1815994	grid.412529.9	Pontifícia Universidade Católica de São Paulo	São Paulo
			A03148	UNIFESP	Sao Paulo Federal University, Brazil	28105			0000000105147202	2336382		Q4384447	grid.411249.b	Federal University of Sao Paulo	São Paulo
			A03149	UCB Brazil	Catholic University of Brasilia, Brazil	28106			0000000118820945	9576074		Q7894359	grid.411952.a	Universidade Católica de Brasília	Brasília
			A03150	UNICAP	Catholic University of Pernambuco, Brazil	28107			0000000121058867	26789554		Q7894356	grid.441972.d	Universidade Católica de Pernambuco	Recife
			A03151	UNESP	State University of Paulista Julio de Mesquita Filho, Brazil	28108			000000012188478X				grid.410543.7	Sao Paulo State University	São Paulo
		A03151	A03152	Inst Phy	UNESP, Institute of Physics	133637									
			A03153	UFF	Fluminense Federal University, Brazil	28110	Universidade Federal Fluminense	Federal University of Rio de Janeiro State	0000000121846919	586268		Q280247	grid.411173.1	Fluminense Federal University	Niterói
			A03154	UFBA	Federal University of Bahia, Brazil	28111	Universidade Federal da Bahia	Federal University of Bahia	0000000446875232						
			A03155	UFAL	Federal University of Alagoas, Brazil	28112	Universidade Federal de Alagoas	Federal University of Alagoas	000000012154120X	2407712	123123940	Q5440475	grid.411179.b	Federal University of Alagoas	Maceió
			A03156	UFJF	Federal University of Juiz de Fora, Brazil	28113	Universidade Federal de Juiz de Fora	Federal University of Juiz de Fora	0000000121709332	1763830	141332712	Q7894373	grid.411198.4	Universidade Federal de Juiz de Fora	Juiz de Fora
			A03157	UFMG	Federal University of Minas Gerais, Brazil	28114	Universidade Federal de Minas Gerais	Federal University of Minas Gerais	0000000121814888	383952	148913239	Q132140	grid.8430.f	Universidade Federal de Minas Gerais	Belo Horizonte
			A03158	UFOP	Federal University of Ouro Preto, Brazil	28115	Universidade Federal de Ouro Preto	Federal University of Ouro Preto	0000000404884317	38766892	157101238	Q6741204	grid.411213.4	Universidade Federal de Ouro Preto	Ouro Preto
			A03159	UFPE	Federal University of Pernambuco, Brazil	28116	Universidade Federal de Pernambuco	Federal University of Pernambuco	0000000106707996	4479756	147649566	Q2322256	grid.411227.3	Federal University of Pernambuco	Recife
			A03160	UFSC	Federal University of Santa Catarina, Brazil	28117	Universidade Federal de Santa Catarina	Federal University of Santa Catarina	0000000121887235	1734398	153631751	Q1851075	grid.411237.2	Universidade Federal de Santa Catarina	Florianópolis
			A03161	UFSM	Federal University of Santa Maria, Brazil	28118	Universidade Federal de Santa Maria	Federal University of Santa Maria	0000000122846531	1548899	121971383	Q3790133	grid.411239.c	Universidade Federal de Santa Maria	Santa Maria
